"date","season","year","month","holiday","weekday","workingday","weathersit","temperature","atemp","humidity","wind_speed","casual_users","registered_users","cnt","temp_range","temperature_range","recency","frequency","monetary","season_group","hour_group","humidity_group","Season Group","Hour Group","Humidity Group"
"2011-09-25","Fall","2011","September","No","Sunday","No","Mist","0.634167","0.572637","0.845","0.0503792","1544","3466","5010","Hangat","Warm","463","1","5010","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-26","Fall","2011","September","No","Monday","Yes","Mist","0.649167","0.589042","0.848333","0.1107","684","3946","4630","Hangat","Warm","462","1","4630","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-27","Fall","2011","September","No","Tuesday","Yes","Mist","0.636667","0.574525","0.885417","0.118171","477","3643","4120","Hangat","Warm","461","1","4120","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-28","Fall","2011","September","No","Wednesday","Yes","Mist","0.635","0.575158","0.84875","0.148629","480","3427","3907","Hangat","Warm","460","1","3907","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-09-29","Fall","2011","September","No","Thursday","Yes","Clear","0.616667","0.574512","0.699167","0.172883","653","4186","4839","Hangat","Warm","459","1","4839","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-09-30","Fall","2011","September","No","Friday","Yes","Clear","0.564167","0.544829","0.6475","0.206475","830","4372","5202","Sedang","Mild","458","1","5202","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-10-01","Fall","2011","October","No","Saturday","No","Mist","0.41","0.412863","0.75375","0.292296","480","1949","2429","Sedang","Mild","457","1","2429","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-02","Fall","2011","October","No","Sunday","No","Mist","0.356667","0.345317","0.791667","0.222013","616","2302","2918","Dingin","Cold","456","1","2918","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-03","Fall","2011","October","No","Monday","Yes","Mist","0.384167","0.392046","0.760833","0.0833458","330","3240","3570","Dingin","Cold","455","1","3570","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-04","Fall","2011","October","No","Tuesday","Yes","Clear","0.484167","0.472858","0.71","0.205854","486","3970","4456","Sedang","Mild","454","1","4456","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-05","Fall","2011","October","No","Wednesday","Yes","Clear","0.538333","0.527138","0.647917","0.17725","559","4267","4826","Sedang","Mild","453","1","4826","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-10-06","Fall","2011","October","No","Thursday","Yes","Clear","0.494167","0.480425","0.620833","0.134954","639","4126","4765","Sedang","Mild","452","1","4765","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-10-07","Fall","2011","October","No","Friday","Yes","Clear","0.510833","0.504404","0.684167","0.0223917","949","4036","4985","Sedang","Mild","451","1","4985","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-10-08","Fall","2011","October","No","Saturday","No","Clear","0.521667","0.513242","0.70125","0.0454042","2235","3174","5409","Sedang","Mild","450","1","5409","","Night","High Humidity","","Night","High Humidity"
"2011-10-09","Fall","2011","October","No","Sunday","No","Clear","0.540833","0.523983","0.7275","0.06345","2397","3114","5511","Sedang","Mild","449","1","5511","","Night","High Humidity","","Night","High Humidity"
"2011-10-10","Fall","2011","October","Yes","Monday","No","Clear","0.570833","0.542925","0.73375","0.0423042","1514","3603","5117","Sedang","Mild","448","1","5117","","Night","High Humidity","","Night","High Humidity"
"2011-10-11","Fall","2011","October","No","Tuesday","Yes","Mist","0.566667","0.546096","0.80875","0.143042","667","3896","4563","Sedang","Mild","447","1","4563","","Night","High Humidity","","Morning","High Humidity"
"2011-10-12","Fall","2011","October","No","Wednesday","Yes","Light Snow/Rain","0.543333","0.517717","0.90625","0.24815","217","2199","2416","Sedang","Mild","446","1","2416","","Morning","High Humidity","","Morning","High Humidity"
"2011-10-13","Fall","2011","October","No","Thursday","Yes","Mist","0.589167","0.551804","0.896667","0.141787","290","2623","2913","Sedang","Mild","445","1","2913","","Morning","High Humidity","","Morning","High Humidity"
"2011-10-14","Fall","2011","October","No","Friday","Yes","Mist","0.550833","0.529675","0.71625","0.223883","529","3115","3644","Sedang","Mild","444","1","3644","","Morning","High Humidity","","Morning","High Humidity"
"2011-10-15","Fall","2011","October","No","Saturday","No","Clear","0.506667","0.498725","0.483333","0.258083","1899","3318","5217","Sedang","Mild","443","1","5217","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-10-16","Fall","2011","October","No","Sunday","No","Clear","0.511667","0.503154","0.486667","0.281717","1748","3293","5041","Sedang","Mild","442","1","5041","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-10-17","Fall","2011","October","No","Monday","Yes","Clear","0.534167","0.510725","0.579583","0.175379","713","3857","4570","Sedang","Mild","441","1","4570","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-10-18","Fall","2011","October","No","Tuesday","Yes","Mist","0.5325","0.522721","0.701667","0.110087","637","4111","4748","Sedang","Mild","440","1","4748","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-10-19","Fall","2011","October","No","Wednesday","Yes","Light Snow/Rain","0.541739","0.513848","0.895217","0.243339","254","2170","2424","Sedang","Mild","439","1","2424","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-10-20","Fall","2011","October","No","Thursday","Yes","Clear","0.475833","0.466525","0.63625","0.422275","471","3724","4195","Sedang","Mild","438","1","4195","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-10-21","Fall","2011","October","No","Friday","Yes","Clear","0.4275","0.423596","0.574167","0.221396","676","3628","4304","Sedang","Mild","437","1","4304","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-10-22","Fall","2011","October","No","Saturday","No","Clear","0.4225","0.425492","0.629167","0.0926667","1499","2809","4308","Sedang","Mild","436","1","4308","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-10-23","Fall","2011","October","No","Sunday","No","Clear","0.421667","0.422333","0.74125","0.0995125","1619","2762","4381","Sedang","Mild","435","1","4381","","Afternoon","High Humidity","","Evening","High Humidity"
"2011-10-24","Fall","2011","October","No","Monday","Yes","Clear","0.463333","0.457067","0.772083","0.118792","699","3488","4187","Sedang","Mild","434","1","4187","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-25","Fall","2011","October","No","Tuesday","Yes","Clear","0.471667","0.463375","0.622917","0.166658","695","3992","4687","Sedang","Mild","433","1","4687","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-10-26","Fall","2011","October","No","Wednesday","Yes","Mist","0.484167","0.472846","0.720417","0.148642","404","3490","3894","Sedang","Mild","432","1","3894","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-27","Fall","2011","October","No","Thursday","Yes","Mist","0.47","0.457046","0.812917","0.197763","240","2419","2659","Sedang","Mild","431","1","2659","","Evening","High Humidity","","Evening","High Humidity"
"2011-10-28","Fall","2011","October","No","Friday","Yes","Mist","0.330833","0.318812","0.585833","0.229479","456","3291","3747","Dingin","Cold","430","1","3747","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-10-29","Fall","2011","October","No","Saturday","No","Light Snow/Rain","0.254167","0.227913","0.8825","0.351371","57","570","627","Dingin","Cold","429","1","627","","Night","High Humidity","","Night","High Humidity"
"2011-10-30","Fall","2011","October","No","Sunday","No","Clear","0.319167","0.321329","0.62375","0.176617","885","2446","3331","Dingin","Cold","428","1","3331","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-10-31","Fall","2011","October","No","Monday","Yes","Clear","0.34","0.356063","0.703333","0.10635","362","3307","3669","Dingin","Cold","427","1","3669","","Night","High Humidity","","Night","High Humidity"
"2011-11-01","Fall","2011","November","No","Tuesday","Yes","Clear","0.400833","0.397088","0.68375","0.135571","410","3658","4068","Sedang","Mild","426","1","4068","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-11-02","Fall","2011","November","No","Wednesday","Yes","Clear","0.3775","0.390133","0.71875","0.0820917","370","3816","4186","Dingin","Cold","425","1","4186","","Night","High Humidity","","Night","High Humidity"
"2011-11-03","Fall","2011","November","No","Thursday","Yes","Clear","0.408333","0.405921","0.702083","0.136817","318","3656","3974","Sedang","Mild","424","1","3974","","Night","High Humidity","","Morning","High Humidity"
"2011-11-04","Fall","2011","November","No","Friday","Yes","Mist","0.403333","0.403392","0.6225","0.271779","470","3576","4046","Sedang","Mild","423","1","4046","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-11-05","Fall","2011","November","No","Saturday","No","Clear","0.326667","0.323854","0.519167","0.189062","1156","2770","3926","Dingin","Cold","422","1","3926","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-11-06","Fall","2011","November","No","Sunday","No","Clear","0.348333","0.362358","0.734583","0.0920542","952","2697","3649","Dingin","Cold","421","1","3649","","Morning","High Humidity","","Morning","High Humidity"
"2011-11-07","Fall","2011","November","No","Monday","Yes","Clear","0.395","0.400871","0.75875","0.057225","373","3662","4035","Dingin","Cold","420","1","4035","","Morning","High Humidity","","Morning","High Humidity"
"2011-11-08","Fall","2011","November","No","Tuesday","Yes","Clear","0.408333","0.412246","0.721667","0.0690375","376","3829","4205","Sedang","Mild","419","1","4205","","Morning","High Humidity","","Morning","High Humidity"
"2011-11-09","Fall","2011","November","No","Wednesday","Yes","Clear","0.4","0.409079","0.758333","0.0621958","305","3804","4109","Dingin","Cold","418","1","4109","","Morning","High Humidity","","Afternoon","High Humidity"
"2011-11-10","Fall","2011","November","No","Thursday","Yes","Mist","0.38","0.373721","0.813333","0.189067","190","2743","2933","Dingin","Cold","417","1","2933","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-11-11","Fall","2011","November","Yes","Friday","No","Clear","0.324167","0.306817","0.44625","0.314675","440","2928","3368","Dingin","Cold","416","1","3368","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-11-12","Fall","2011","November","No","Saturday","No","Clear","0.356667","0.357942","0.552917","0.212062","1275","2792","4067","Dingin","Cold","415","1","4067","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-11-13","Fall","2011","November","No","Sunday","No","Clear","0.440833","0.43055","0.458333","0.281721","1004","2713","3717","Sedang","Mild","414","1","3717","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-11-14","Fall","2011","November","No","Monday","Yes","Clear","0.53","0.524612","0.587083","0.306596","595","3891","4486","Sedang","Mild","413","1","4486","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-11-15","Fall","2011","November","No","Tuesday","Yes","Mist","0.53","0.507579","0.68875","0.199633","449","3746","4195","Sedang","Mild","412","1","4195","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-11-16","Fall","2011","November","No","Wednesday","Yes","Light Snow/Rain","0.456667","0.451988","0.93","0.136829","145","1672","1817","Sedang","Mild","411","1","1817","","Evening","High Humidity","","Evening","High Humidity"
"2011-11-17","Fall","2011","November","No","Thursday","Yes","Mist","0.341667","0.323221","0.575833","0.305362","139","2914","3053","Dingin","Cold","410","1","3053","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-11-18","Fall","2011","November","No","Friday","Yes","Clear","0.274167","0.272721","0.41","0.168533","245","3147","3392","Dingin","Cold","409","1","3392","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-11-19","Fall","2011","November","No","Saturday","No","Clear","0.329167","0.324483","0.502083","0.224496","943","2720","3663","Dingin","Cold","408","1","3663","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-11-20","Fall","2011","November","No","Sunday","No","Mist","0.463333","0.457058","0.684583","0.18595","787","2733","3520","Sedang","Mild","407","1","3520","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-11-21","Fall","2011","November","No","Monday","Yes","Light Snow/Rain","0.4475","0.445062","0.91","0.138054","220","2545","2765","Sedang","Mild","406","1","2765","","Night","High Humidity","","Night","High Humidity"
"2011-11-22","Fall","2011","November","No","Tuesday","Yes","Light Snow/Rain","0.416667","0.421696","0.9625","0.118792","69","1538","1607","Sedang","Mild","405","1","1607","","Night","High Humidity","","Night","High Humidity"
"2011-11-23","Fall","2011","November","No","Wednesday","Yes","Mist","0.440833","0.430537","0.757917","0.335825","112","2454","2566","Sedang","Mild","404","1","2566","","Night","High Humidity","","Night","High Humidity"
"2011-11-24","Fall","2011","November","Yes","Thursday","No","Clear","0.373333","0.372471","0.549167","0.167304","560","935","1495","Dingin","Cold","403","1","1495","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-11-25","Fall","2011","November","No","Friday","Yes","Clear","0.375","0.380671","0.64375","0.0988958","1095","1697","2792","Dingin","Cold","402","1","2792","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-11-26","Fall","2011","November","No","Saturday","No","Clear","0.375833","0.385087","0.681667","0.0684208","1249","1819","3068","Dingin","Cold","401","1","3068","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-11-27","Fall","2011","November","No","Sunday","No","Clear","0.459167","0.4558","0.698333","0.208954","810","2261","3071","Sedang","Mild","400","1","3071","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2011-11-28","Fall","2011","November","No","Monday","Yes","Clear","0.503478","0.490122","0.743043","0.142122","253","3614","3867","Sedang","Mild","399","1","3867","","Morning","High Humidity","","Morning","High Humidity"
"2011-11-29","Fall","2011","November","No","Tuesday","Yes","Mist","0.458333","0.451375","0.830833","0.258092","96","2818","2914","Sedang","Mild","398","1","2914","","Morning","High Humidity","","Morning","High Humidity"
"2011-11-30","Fall","2011","November","No","Wednesday","Yes","Clear","0.325","0.311221","0.613333","0.271158","188","3425","3613","Dingin","Cold","397","1","3613","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-01","Fall","2011","December","No","Thursday","Yes","Clear","0.3125","0.305554","0.524583","0.220158","182","3545","3727","Dingin","Cold","396","1","3727","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-02","Fall","2011","December","No","Friday","Yes","Clear","0.314167","0.331433","0.625833","0.100754","268","3672","3940","Dingin","Cold","395","1","3940","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-03","Fall","2011","December","No","Saturday","No","Clear","0.299167","0.310604","0.612917","0.0957833","706","2908","3614","Dingin","Cold","394","1","3614","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-12-04","Fall","2011","December","No","Sunday","No","Clear","0.330833","0.3491","0.775833","0.0839583","634","2851","3485","Dingin","Cold","393","1","3485","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-12-05","Fall","2011","December","No","Monday","Yes","Mist","0.385833","0.393925","0.827083","0.0622083","233","3578","3811","Dingin","Cold","392","1","3811","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-12-06","Fall","2011","December","No","Tuesday","Yes","Light Snow/Rain","0.4625","0.4564","0.949583","0.232583","126","2468","2594","Sedang","Mild","391","1","2594","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-12-07","Fall","2011","December","No","Wednesday","Yes","Light Snow/Rain","0.41","0.400246","0.970417","0.266175","50","655","705","Sedang","Mild","390","1","705","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2011-12-08","Fall","2011","December","No","Thursday","Yes","Clear","0.265833","0.256938","0.58","0.240058","150","3172","3322","Dingin","Cold","389","1","3322","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-12-09","Fall","2011","December","No","Friday","Yes","Clear","0.290833","0.317542","0.695833","0.0827167","261","3359","3620","Dingin","Cold","388","1","3620","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2011-12-10","Fall","2011","December","No","Saturday","No","Clear","0.275","0.266412","0.5075","0.233221","502","2688","3190","Dingin","Cold","387","1","3190","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-12-11","Fall","2011","December","No","Sunday","No","Clear","0.220833","0.253154","0.49","0.0665417","377","2366","2743","Dingin","Cold","386","1","2743","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-12-12","Fall","2011","December","No","Monday","Yes","Clear","0.238333","0.270196","0.670833","0.06345","143","3167","3310","Dingin","Cold","385","1","3310","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-12-13","Fall","2011","December","No","Tuesday","Yes","Clear","0.2825","0.301138","0.59","0.14055","155","3368","3523","Dingin","Cold","384","1","3523","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-12-14","Fall","2011","December","No","Wednesday","Yes","Mist","0.3175","0.338362","0.66375","0.0609583","178","3562","3740","Dingin","Cold","383","1","3740","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2011-12-15","Fall","2011","December","No","Thursday","Yes","Mist","0.4225","0.412237","0.634167","0.268042","181","3528","3709","Sedang","Mild","382","1","3709","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-12-16","Fall","2011","December","No","Friday","Yes","Mist","0.375","0.359825","0.500417","0.260575","178","3399","3577","Dingin","Cold","381","1","3577","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-12-17","Fall","2011","December","No","Saturday","No","Mist","0.258333","0.249371","0.560833","0.243167","275","2464","2739","Dingin","Cold","380","1","2739","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-12-18","Fall","2011","December","No","Sunday","No","Clear","0.238333","0.245579","0.58625","0.169779","220","2211","2431","Dingin","Cold","379","1","2431","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-12-19","Fall","2011","December","No","Monday","Yes","Clear","0.276667","0.280933","0.6375","0.172896","260","3143","3403","Dingin","Cold","378","1","3403","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-12-20","Fall","2011","December","No","Tuesday","Yes","Mist","0.385833","0.396454","0.595417","0.0615708","216","3534","3750","Dingin","Cold","377","1","3750","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2011-12-21","Winter","2011","December","No","Wednesday","Yes","Mist","0.428333","0.428017","0.858333","0.2214","107","2553","2660","Sedang","Mild","376","1","2660","","Night","High Humidity","","Morning","High Humidity"
"2011-12-22","Winter","2011","December","No","Thursday","Yes","Mist","0.423333","0.426121","0.7575","0.047275","227","2841","3068","Sedang","Mild","375","1","3068","","Morning","High Humidity","","Morning","High Humidity"
"2011-12-23","Winter","2011","December","No","Friday","Yes","Clear","0.373333","0.377513","0.68625","0.274246","163","2046","2209","Dingin","Cold","374","1","2209","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-24","Winter","2011","December","No","Saturday","No","Clear","0.3025","0.299242","0.5425","0.190304","155","856","1011","Dingin","Cold","373","1","1011","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-25","Winter","2011","December","No","Sunday","No","Clear","0.274783","0.279961","0.681304","0.155091","303","451","754","Dingin","Cold","372","1","754","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-26","Winter","2011","December","Yes","Monday","No","Clear","0.321739","0.315535","0.506957","0.239465","430","887","1317","Dingin","Cold","371","1","1317","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2011-12-27","Winter","2011","December","No","Tuesday","Yes","Mist","0.325","0.327633","0.7625","0.18845","103","1059","1162","Dingin","Cold","370","1","1162","","Morning","High Humidity","","Afternoon","High Humidity"
"2011-12-28","Winter","2011","December","No","Wednesday","Yes","Clear","0.29913","0.279974","0.503913","0.293961","255","2047","2302","Dingin","Cold","369","1","2302","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-12-29","Winter","2011","December","No","Thursday","Yes","Clear","0.248333","0.263892","0.574167","0.119412","254","2169","2423","Dingin","Cold","368","1","2423","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-12-30","Winter","2011","December","No","Friday","Yes","Clear","0.311667","0.318812","0.636667","0.134337","491","2508","2999","Dingin","Cold","367","1","2999","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2011-12-31","Winter","2011","December","No","Saturday","No","Clear","0.41","0.414121","0.615833","0.220154","665","1820","2485","Sedang","Mild","366","1","2485","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-01-01","Winter","2012","January","No","Sunday","No","Clear","0.37","0.375621","0.6925","0.192167","686","1608","2294","Dingin","Cold","365","1","2294","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-01-02","Winter","2012","January","Yes","Monday","No","Clear","0.273043","0.252304","0.381304","0.329665","244","1707","1951","Dingin","Cold","364","1","1951","","Afternoon","Low Humidity","","Evening","Low Humidity"
"2012-01-03","Winter","2012","January","No","Tuesday","Yes","Clear","0.15","0.126275","0.44125","0.365671","89","2147","2236","Sangat Dingin","Very Cold","363","1","2236","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-04","Winter","2012","January","No","Wednesday","Yes","Mist","0.1075","0.119337","0.414583","0.1847","95","2273","2368","Sangat Dingin","Very Cold","362","1","2368","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-05","Winter","2012","January","No","Thursday","Yes","Clear","0.265833","0.278412","0.524167","0.129987","140","3132","3272","Dingin","Cold","361","1","3272","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-06","Winter","2012","January","No","Friday","Yes","Clear","0.334167","0.340267","0.542083","0.167908","307","3791","4098","Dingin","Cold","360","1","4098","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-07","Winter","2012","January","No","Saturday","No","Clear","0.393333","0.390779","0.531667","0.174758","1070","3451","4521","Dingin","Cold","359","1","4521","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-08","Winter","2012","January","No","Sunday","No","Clear","0.3375","0.340258","0.465","0.191542","599","2826","3425","Dingin","Cold","358","1","3425","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-01-09","Winter","2012","January","No","Monday","Yes","Mist","0.224167","0.247479","0.701667","0.0989","106","2270","2376","Dingin","Cold","357","1","2376","","Night","High Humidity","","Night","High Humidity"
"2012-01-10","Winter","2012","January","No","Tuesday","Yes","Clear","0.308696","0.318826","0.646522","0.187552","173","3425","3598","Dingin","Cold","356","1","3598","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-01-11","Winter","2012","January","No","Wednesday","Yes","Mist","0.274167","0.282821","0.8475","0.131221","92","2085","2177","Dingin","Cold","355","1","2177","","Night","High Humidity","","Night","High Humidity"
"2012-01-12","Winter","2012","January","No","Thursday","Yes","Mist","0.3825","0.381938","0.802917","0.180967","269","3828","4097","Dingin","Cold","354","1","4097","","Night","High Humidity","","Night","High Humidity"
"2012-01-13","Winter","2012","January","No","Friday","Yes","Clear","0.274167","0.249362","0.5075","0.378108","174","3040","3214","Dingin","Cold","353","1","3214","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-01-14","Winter","2012","January","No","Saturday","No","Clear","0.18","0.183087","0.4575","0.187183","333","2160","2493","Sangat Dingin","Very Cold","352","1","2493","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2012-01-15","Winter","2012","January","No","Sunday","No","Clear","0.166667","0.161625","0.419167","0.251258","284","2027","2311","Sangat Dingin","Very Cold","351","1","2311","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-01-16","Winter","2012","January","Yes","Monday","No","Clear","0.19","0.190663","0.5225","0.231358","217","2081","2298","Sangat Dingin","Very Cold","350","1","2298","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-01-17","Winter","2012","January","No","Tuesday","Yes","Mist","0.373043","0.364278","0.716087","0.34913","127","2808","2935","Dingin","Cold","349","1","2935","","Morning","High Humidity","","Morning","High Humidity"
"2012-01-18","Winter","2012","January","No","Wednesday","Yes","Clear","0.303333","0.275254","0.443333","0.415429","109","3267","3376","Dingin","Cold","348","1","3376","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-01-19","Winter","2012","January","No","Thursday","Yes","Clear","0.19","0.190038","0.4975","0.220158","130","3162","3292","Sangat Dingin","Very Cold","347","1","3292","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-01-20","Winter","2012","January","No","Friday","Yes","Mist","0.2175","0.220958","0.45","0.20275","115","3048","3163","Dingin","Cold","346","1","3163","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-01-21","Winter","2012","January","No","Saturday","No","Mist","0.173333","0.174875","0.83125","0.222642","67","1234","1301","Sangat Dingin","Very Cold","345","1","1301","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-01-22","Winter","2012","January","No","Sunday","No","Mist","0.1625","0.16225","0.79625","0.199638","196","1781","1977","Sangat Dingin","Very Cold","344","1","1977","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-01-23","Winter","2012","January","No","Monday","Yes","Mist","0.218333","0.243058","0.91125","0.110708","145","2287","2432","Dingin","Cold","343","1","2432","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-01-24","Winter","2012","January","No","Tuesday","Yes","Clear","0.3425","0.349108","0.835833","0.123767","439","3900","4339","Dingin","Cold","342","1","4339","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-01-25","Winter","2012","January","No","Wednesday","Yes","Clear","0.294167","0.294821","0.64375","0.161071","467","3803","4270","Dingin","Cold","341","1","4270","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-01-26","Winter","2012","January","No","Thursday","Yes","Mist","0.341667","0.35605","0.769583","0.0733958","244","3831","4075","Dingin","Cold","340","1","4075","","Afternoon","High Humidity","","Evening","High Humidity"
"2012-01-27","Winter","2012","January","No","Friday","Yes","Mist","0.425","0.415383","0.74125","0.342667","269","3187","3456","Sedang","Mild","339","1","3456","","Evening","High Humidity","","Evening","High Humidity"
"2012-01-28","Winter","2012","January","No","Saturday","No","Clear","0.315833","0.326379","0.543333","0.210829","775","3248","4023","Dingin","Cold","338","1","4023","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-29","Winter","2012","January","No","Sunday","No","Clear","0.2825","0.272721","0.31125","0.24005","558","2685","3243","Dingin","Cold","337","1","3243","","Evening","Low Humidity","","Evening","Low Humidity"
"2012-01-30","Winter","2012","January","No","Monday","Yes","Clear","0.269167","0.262625","0.400833","0.215792","126","3498","3624","Dingin","Cold","336","1","3624","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-01-31","Winter","2012","January","No","Tuesday","Yes","Clear","0.39","0.381317","0.416667","0.261817","324","4185","4509","Dingin","Cold","335","1","4509","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-02-01","Winter","2012","February","No","Wednesday","Yes","Clear","0.469167","0.466538","0.507917","0.189067","304","4275","4579","Sedang","Mild","334","1","4579","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-02-02","Winter","2012","February","No","Thursday","Yes","Mist","0.399167","0.398971","0.672917","0.187187","190","3571","3761","Dingin","Cold","333","1","3761","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-02-03","Winter","2012","February","No","Friday","Yes","Clear","0.313333","0.309346","0.526667","0.178496","310","3841","4151","Dingin","Cold","332","1","4151","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-02-04","Winter","2012","February","No","Saturday","No","Mist","0.264167","0.272725","0.779583","0.121896","384","2448","2832","Dingin","Cold","331","1","2832","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-02-05","Winter","2012","February","No","Sunday","No","Mist","0.265833","0.264521","0.687917","0.175996","318","2629","2947","Dingin","Cold","330","1","2947","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
